iter	Logloss
168	0.08450554003
169	0.0844683626
170	0.0844634717
171	0.08446340066
172	0.08441806445
173	0.0843712256
174	0.08437077816
175	0.08435812139
176	0.08431561242
177	0.08429132703
178	0.08424776265
179	0.08424821866
180	0.08421591456
181	0.08421390085
182	0.0841816009
183	0.08414852921
184	0.08412112421
185	0.08412091122
186	0.08411589659
187	0.08405552859
188	0.08401857294
189	0.08399777324
190	0.0839857406
191	0.08398563254
192	0.08397401675
193	0.08395030972
194	0.08395030438
195	0.08391236069
196	0.08388364941
197	0.0838224043
198	0.08382241464
199	0.08381451612
200	0.08379270545
201	0.08377157458
202	0.08376947015
203	0.0837514515
204	0.0837229757
205	0.08370691436
206	0.08366544983
207	0.08363293656
208	0.08361361295
209	0.08358481464
210	0.08355542151
211	0.08353116255
212	0.08348107152
213	0.08346079272
214	0.08343304342
215	0.08340057668
216	0.08337736528
217	0.08336309277
218	0.0833375908
219	0.08331151601
220	0.08329420814
221	0.0832731214
222	0.08324958488
223	0.08322413506
224	0.08321111072
225	0.08313284925
226	0.08311739384
227	0.08310414447
228	0.08305354876
229	0.08299670209
230	0.08294699882
231	0.08291264078
232	0.08288036845
233	0.08287997243
234	0.08286331226
235	0.08285178055
236	0.08283063332
237	0.08281341883
238	0.08279850049
239	0.08276636248
240	0.0827663835
241	0.0827323901
242	0.08270786949
243	0.08266607807
244	0.08265381235
245	0.08265380302
246	0.08263702617
247	0.08259816194
248	0.08258612282
249	0.08256804482
250	0.08252860673
251	0.08251966296
252	0.08251951542
253	0.0824935807
254	0.08249328065
255	0.0824850118
256	0.08248488947
257	0.08247642696
258	0.08245436553
259	0.08241297467
260	0.08240039671
261	0.08237949182
262	0.0823487708
263	0.08232345806
264	0.08230365579
265	0.08229117067
266	0.08229088645
267	0.0822649083
268	0.08226548018
269	0.08225787412
270	0.08221278856
271	0.08221248615
272	0.08221212803
273	0.0822119965
274	0.08219815319
275	0.08216316162
276	0.08215185282
277	0.08211388369
278	0.08208218948
279	0.08208216444
280	0.08208215121
281	0.08206500621
282	0.08206420859
283	0.08206400984
284	0.08205517685
285	0.08203186087
286	0.08199582768
287	0.08198014401
288	0.08198024389
289	0.08195308842
290	0.08192924107
291	0.08190794499
292	0.08188382098
293	0.08188388794
294	0.08188371043
295	0.08188379582
296	0.08185346957
297	0.08185347471
298	0.08185230269
299	0.08183749787
300	0.08179358831
301	0.08176008648
302	0.08176000481
303	0.08175938099
304	0.08175746461
305	0.08175463895
306	0.08175073251
307	0.0817500245
308	0.08171903455
309	0.08171414164
310	0.08170061546
311	0.08165580925
312	0.08162840825
313	0.08160331387
314	0.08159056449
315	0.08155396121
316	0.08153352552
317	0.08151111995
318	0.08149044072
319	0.08146373096
320	0.08143243018
321	0.08143232499
322	0.08140841852
323	0.08140829615
324	0.08140836842
325	0.08140822372
326	0.08139977214
327	0.08139980065
328	0.08139816575
329	0.08139182173
330	0.0813918994
331	0.08139171388
332	0.08138423749
333	0.08137731204
334	0.08137502402
335	0.08136281156
336	0.08134260853
337	0.08130751001
338	0.08128718093
339	0.0812775025
340	0.0812757998
341	0.08127160299
342	0.08124270394
343	0.08121263503
344	0.0812010543
345	0.08118894016
346	0.0811759532
347	0.08117302259
348	0.08115092163
349	0.08111677476
350	0.08108718751
351	0.08108545573
352	0.08106040884
353	0.08102246183
354	0.08102222363
355	0.08101708643
356	0.08101486735
357	0.08100997828
358	0.08100442255
359	0.08099001391
360	0.08098194176
361	0.08096494146
362	0.08095501733
363	0.08093781835
364	0.08092398465
365	0.08092381363
366	0.08090890287
367	0.0808815806
368	0.0808674488
369	0.08085980208
370	0.08084772276
371	0.08079991577
372	0.0807982314
373	0.08079818398
374	0.08078958848
375	0.08076270721
376	0.08076249402
377	0.08074154166
378	0.08070802995
379	0.08070240837
380	0.08068131912
381	0.08068131907
382	0.0806810871
383	0.08067508071
384	0.0806634497
385	0.08064182209
386	0.08062913716
387	0.08060231927
388	0.08058174818
389	0.08052102874
390	0.08050168602
391	0.08049266372
392	0.0804581169
393	0.08045804722
394	0.08045445616
395	0.08043180379
396	0.08042253539
397	0.08041014375
398	0.08040104578
399	0.08037748203
400	0.08036380847
401	0.08034560303
402	0.08032978348
403	0.08030319645
404	0.08029703646
405	0.08027890396
406	0.08026687843
407	0.0802496512
408	0.08023651511
409	0.08023618365
410	0.08023296633
411	0.08022711036
412	0.08021842396
413	0.08021757177
414	0.08019871148
415	0.08019053235
416	0.08017585813
417	0.08016435414
418	0.08014513809
419	0.08010976297
420	0.08009571841
421	0.08006665544
422	0.08004539344
423	0.08002998512
424	0.08002618393
425	0.08000454936
426	0.07998749009
427	0.07997317938
428	0.07997301105
429	0.07997311356
430	0.07997298852
431	0.07997329864
432	0.0799573056
433	0.07992695353
434	0.07991327527
435	0.0799131589
436	0.07990800524
437	0.07990099557
438	0.07987956246
439	0.07988022894
440	0.07987986474
441	0.07986550652
442	0.07985869627
443	0.07982288444
444	0.07979402904
445	0.07977746071
446	0.07976867284
447	0.07975762413
448	0.07974049768
449	0.07973545796
450	0.07971971502
451	0.07971969779
452	0.07972006291
453	0.07971856383
454	0.07971536461
455	0.07970208744
456	0.0796939296
457	0.07968377697
458	0.0796747244
459	0.07966737748
460	0.07965532982
461	0.07962852059
462	0.07961065765
463	0.07958888354
464	0.07957255354
465	0.07955997793
466	0.07955638176
467	0.07954838261
468	0.07954800395
469	0.07954510711
470	0.07954037996
471	0.07950665451
472	0.07950730524
473	0.07949643773
474	0.07946372914
475	0.07945018035
476	0.07940242187
477	0.07937865805
478	0.07937636401
479	0.07936554384
480	0.07935714689
481	0.07935728478
482	0.07935706314
483	0.07935083129
484	0.07933339153
485	0.0793073923
486	0.07928687017
487	0.07927600037
488	0.07924931177
489	0.07924408579
490	0.07922638471
491	0.07920238324
492	0.07919704215
493	0.07919620569
494	0.07919598221
495	0.07919593342
496	0.07919329414
497	0.07919329414
498	0.07918246052
499	0.07918211038
500	0.07917755916
501	0.07916735958
502	0.07914892417
503	0.07913544181
504	0.07912920673
505	0.07912704132
506	0.07910758987
507	0.07910368432
508	0.07909583074
509	0.07908546838
510	0.07906509929
511	0.07906462432
512	0.07906443453
513	0.07903986508
514	0.07901406127
515	0.07899561612
516	0.07898695568
517	0.07897590517
518	0.07895159174
519	0.07894831832
520	0.07893885875
521	0.07892075446
522	0.078910324
523	0.07888862205
524	0.07886514673
525	0.0788440087
526	0.07882369355
527	0.07881034402
528	0.07880487551
529	0.07880242536
530	0.07880259887
531	0.07880309164
532	0.07880303121
533	0.07880291004
534	0.07880278558
535	0.0787992577
536	0.07878599769
537	0.07877241471
538	0.07877193965
539	0.07876255863
540	0.0787460593
541	0.07874520081
542	0.07872954719
543	0.07872942754
544	0.07872934204
545	0.07872749577
546	0.07870840156
547	0.0787022862
548	0.07870047165
549	0.07869542601
550	0.07868783565
551	0.07866950855
552	0.07865399416
553	0.07864377712
554	0.07861793299
555	0.07861468137
556	0.07860559225
557	0.07857889237
558	0.07857016783
559	0.07855621756
560	0.0785402293
561	0.07852004687
562	0.07850820426
563	0.0785020099
564	0.07847885234
565	0.07846603828
566	0.07846596989
567	0.07846503581
568	0.07845116462
569	0.07844131804
570	0.07843005607
571	0.07842773487
572	0.07841864483
573	0.07841355484
574	0.07840257964
575	0.07838662261
576	0.07836449765
577	0.07835130002
578	0.07835127247
579	0.07835039659
580	0.07833856689
581	0.07832829182
582	0.07831900659
583	0.07831187286
584	0.07829984551
585	0.07829040767
586	0.07827908127
587	0.07825730779
588	0.07823929847
589	0.07823250488
590	0.07822671731
591	0.07821254855
592	0.07819575085
593	0.07818447589
594	0.07817285482
595	0.07816250492
596	0.0781557581
597	0.07815016359
598	0.07813833429
599	0.07812184538
600	0.07810944985
601	0.07810151017
602	0.07809062901
603	0.07807107374
604	0.07807086966
605	0.07806509911
606	0.07806125844
607	0.07805906729
608	0.0780557088
609	0.07804864652
610	0.07804865178
611	0.07803988236
612	0.07803423831
613	0.07802729892
614	0.07801772166
615	0.07800498797
616	0.07799061935
617	0.07797803122
618	0.07796192821
619	0.07795264648
620	0.0779424537
621	0.0779378822
622	0.07792296671
623	0.07791967311
624	0.0779149182
625	0.07789953748
626	0.07789532186
627	0.0778801242
628	0.07785917271
629	0.07783997386
630	0.07782311133
631	0.07780611347
632	0.07778486012
633	0.07776289764
634	0.07774971788
635	0.07773599391
636	0.07772301935
637	0.07771329038
638	0.07770899232
639	0.07769819896
640	0.07768533482
641	0.07768514557
642	0.07767453948
643	0.07766542715
644	0.07764854426
645	0.07764843782
646	0.0776484891
647	0.07764352806
648	0.07763054245
649	0.07762896053
650	0.07762253014
651	0.07760999761
652	0.07760986618
653	0.07760966958
654	0.07760483547
655	0.07760166608
656	0.07759932505
657	0.07758137365
658	0.07757750959
659	0.07754987092
660	0.07754092632
661	0.07753380777
662	0.0775197859
663	0.07751584082
664	0.07750317301
665	0.07749786237
666	0.07748149027
667	0.07747719315
668	0.07747226149
669	0.07745322028
670	0.07744806781
671	0.07744491575
672	0.07744103565
673	0.07743433666
674	0.07742871799
675	0.07742266373
676	0.07740589458
677	0.07739548011
678	0.07737826081
679	0.07737816374
680	0.07737058023
681	0.0773545633
682	0.07733847771
683	0.07733854735
684	0.07733838598
685	0.07733940583
686	0.07733923877
687	0.07733914582
688	0.07733833188
689	0.0773288571
690	0.07731976068
691	0.07731182713
692	0.07731153755
693	0.07730910172
694	0.07729332915
695	0.07727813005
696	0.0772708778
697	0.0772585412
698	0.07724347297
699	0.07723481713
700	0.07723482599
701	0.07723446152
702	0.07723441533
703	0.07723265724
704	0.07722338075
705	0.07721691766
706	0.07720375452
707	0.07718733868
708	0.07717829705
709	0.07715989242
710	0.07714959753
711	0.07714243042
712	0.07713458884
713	0.07712248905
714	0.07712008849
715	0.07710762765
716	0.07709846531
717	0.07708729793
718	0.07708504681
719	0.07707394154
720	0.07706048117
721	0.07705596758
722	0.07704574184
723	0.07702902305
724	0.07701284299
725	0.07700288643
726	0.07700275739
727	0.07700299503
728	0.07700299503
729	0.07700271789
730	0.07700273754
731	0.07700263712
732	0.07700270816
733	0.07700316069
734	0.07700229798
735	0.07700229798
736	0.07699870511
737	0.07699865271
738	0.07699665138
739	0.07697937563
740	0.07697903383
741	0.07697842105
742	0.07697836866
743	0.07697833268
744	0.07697820682
745	0.07697880002
746	0.07697632268
747	0.07697630558
748	0.07697714562
749	0.07697323485
750	0.07697321252
751	0.07697319279
752	0.07697308906
753	0.07697299305
754	0.07696587212
755	0.07696593259
756	0.07696486704
757	0.07696484862
758	0.07696487488
759	0.07696477899
760	0.07696471057
761	0.0769570139
762	0.0769451593
763	0.07694236804
764	0.07694221836
765	0.07694181891
766	0.07694181032
767	0.07694154703
768	0.0769320068
769	0.07692779374
770	0.07691540985
771	0.07690938011
772	0.07690287741
773	0.0768961979
774	0.07688874413
775	0.07688163124
776	0.07686434732
777	0.0768587317
778	0.07684930098
779	0.07683776634
780	0.07682656088
781	0.0768197089
782	0.0768055736
783	0.07679921142
784	0.07678269505
785	0.07675521935
786	0.07675335204
787	0.07674992894
788	0.07674249596
789	0.07673941759
790	0.0767362116
791	0.07672510786
792	0.07671916742
793	0.07671180741
794	0.07669865143
795	0.07668355935
796	0.07667979076
797	0.07667044234
798	0.07666194806
799	0.07666281822
800	0.07666275635
801	0.07666350544
802	0.07666352502
803	0.07665238487
804	0.07664905255
805	0.07663753611
806	0.07663156569
807	0.07662454853
808	0.07662116956
809	0.07662213992
810	0.07661059032
811	0.07659945173
812	0.07658850853
813	0.07656883187
814	0.07656537856
815	0.07654774497
816	0.07653781876
817	0.0765333864
818	0.07652579849
819	0.07651439984
820	0.07650443362
821	0.07650040471
822	0.0764959882
823	0.07648880933
824	0.07648731407
825	0.07647357792
826	0.07646633669
827	0.07646417557
828	0.07645348805
829	0.07645104632
830	0.07643320918
831	0.07642903211
832	0.07641841472
833	0.07640500458
834	0.0763898078
835	0.07638976573
836	0.0763885758
837	0.07638824163
838	0.0763878045
839	0.07638692813
840	0.07637683395
841	0.07636734786
842	0.07636247206
843	0.07634583325
844	0.07632456744
845	0.07632410853
846	0.07631355672
847	0.07630678647
848	0.07629697539
849	0.07629055815
850	0.07628050127
851	0.07626735647
852	0.07625804119
853	0.07625322662
854	0.07625223434
855	0.07625074032
856	0.07625044302
857	0.07625029682
858	0.07624637456
859	0.07624107205
860	0.07621843558
861	0.07621738231
862	0.07620664845
863	0.07620029386
864	0.0761958308
865	0.07618642057
866	0.07617140777
867	0.0761702614
868	0.07616423601
869	0.07616293526
870	0.07616282215
871	0.07615625159
872	0.0761520683
873	0.07615192878
874	0.07614863051
875	0.07614866737
876	0.07614843724
877	0.07614837151
878	0.07614759267
879	0.0761443641
880	0.07613479611
881	0.07612553895
882	0.07612458986
883	0.07611890281
884	0.07610840925
885	0.07609988333
886	0.07609186288
887	0.07608822697
888	0.07607978786
889	0.07607228935
890	0.0760657875
891	0.0760587425
892	0.07603869603
893	0.07603191616
894	0.07602625715
895	0.07602268988
896	0.07601477557
897	0.07601407644
898	0.07599770839
899	0.07599384816
900	0.07598111651
901	0.07598111526
902	0.07598119014
903	0.07598087328
904	0.07597897934
905	0.07596174356
906	0.07595486533
907	0.07593614251
908	0.07593598999
909	0.07593606361
910	0.07593605048
911	0.07593596094
912	0.07593588589
913	0.07593580034
914	0.0759351611
915	0.07592651985
916	0.07591984839
917	0.07590383547
918	0.07589801222
919	0.07589059021
920	0.07588354579
921	0.07588315009
922	0.07588336281
923	0.07588325237
924	0.07588300244
925	0.07587064118
926	0.07585617326
927	0.07585623249
928	0.07585347018
929	0.07584585733
930	0.07583975627
931	0.0758365565
932	0.07582833924
933	0.07582817727
934	0.0758218575
935	0.07581581209
936	0.07580876619
937	0.07579558264
938	0.07577992545
939	0.07577329043
940	0.0757633787
941	0.07575891109
942	0.07575887689
943	0.07575705587
944	0.07575705192
945	0.07575720953
946	0.07575708843
947	0.07574534846
948	0.07573594507
949	0.07572676912
950	0.07571908543
951	0.0757064295
952	0.0757033095
953	0.07570215652
954	0.07569515258
955	0.0756863484
956	0.07568683877
957	0.07568386172
958	0.07568040318
959	0.07566804389
960	0.07566216954
961	0.07566199833
962	0.07566188764
963	0.07566177452
964	0.07565739339
965	0.07565063821
966	0.07563704206
967	0.07563695792
968	0.07563693026
969	0.0756368724
970	0.07563679089
971	0.07563697876
972	0.07563705364
973	0.07563558399
974	0.0756266596
975	0.07562335372
976	0.07559742564
977	0.07558961359
978	0.07558307888
979	0.07556534692
980	0.07555145894
981	0.07554669239
982	0.07553829266
983	0.07553793618
984	0.07553323088
985	0.07553239055
986	0.07551929928
987	0.07551222223
988	0.07549198973
989	0.07549202123
990	0.07549084549
991	0.07547961698
992	0.07546894898
993	0.07545809377
994	0.07544894581
995	0.0754423329
996	0.07543728099
997	0.07542344077
998	0.07541126921
999	0.07539337215
